,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
7515,PAST SALE,June-17-2019,Single Family Residential,10723 Pebble Pl,CUPERTINO,CA,95014.0,2425000.0,5.0,3.0,CUPERTINO,2611.0,25290.0,1968.0,698.0,929.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10723-Pebble-Pl-95014/home/1048780,MLSListings,ML81742330,N,Y,37.3334586,-122.04741000000001
7516,PAST SALE,September-5-2019,Townhouse,10403 Mary Ave,CUPERTINO,CA,95014.0,1170000.0,2.0,2.5,CUPERTINO,1216.0,536.0,1971.0,618.0,962.0,375.0,Sold,,,http://www.redfin.com/CA/Cupertino/10403-Mary-Ave-95014/home/1531268,MLSListings,ML81757714,N,Y,37.329963899999996,-122.05088799999999
7517,PAST SALE,March-25-2019,Single Family Residential,11523 Bianchini Ln,CUPERTINO,CA,95014.0,1980000.0,4.0,4.0,CUPERTINO,1948.0,1896.0,2005.0,782.0,1016.0,164.0,Sold,,,http://www.redfin.com/CA/Cupertino/11523-Bianchini-Ln-95014/home/2121807,MLSListings,ML81739541,N,Y,37.2998474,-122.0346779
7518,PAST SALE,March-29-2018,Single Family Residential,10422 San Fernando Ave,CUPERTINO,CA,95014.0,3288000.0,4.0,3.0,CUPERTINO,2756.0,7200.0,1950.0,1143.0,1193.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10422-San-Fernando-Ave-95014/home/1700605,MLSListings,ML81693357,N,Y,37.3166893,-122.05917509999999
7519,PAST SALE,May-17-2018,Single Family Residential,19361 Phil Ln,CUPERTINO,CA,95014.0,1800000.0,3.0,1.5,CUPERTINO,1032.0,6550.0,1955.0,1094.0,1744.0,,Sold,,,http://www.redfin.com/CA/Cupertino/19361-Phil-Ln-95014/home/1504191,MLSListings,ML81699692,N,Y,37.3163536,-122.01148529999999
7520,PAST SALE,June-25-2018,Single Family Residential,19731 La Mar Dr,CUPERTINO,CA,95014.0,2480000.0,5.0,3.0,CUPERTINO,2112.0,6300.0,1958.0,1055.0,1174.0,,Sold,,,http://www.redfin.com/CA/Cupertino/19731-La-Mar-Dr-95014/home/1426540,MLSListings,ML81705487,N,Y,37.317758500000004,-122.01841359999999
7521,PAST SALE,August-25-2017,Single Family Residential,7525 Newcastle Dr,CUPERTINO,CA,95014.0,2680000.0,4.0,3.5,CUPERTINO,2727.0,7490.0,2017.0,1359.0,983.0,,Sold,,,http://www.redfin.com/CA/Cupertino/7525-Newcastle-Dr-95014/home/1535480,MLSListings,ML81671521,N,Y,37.2978717,-122.0370868
7522,PAST SALE,November-23-2016,Single Family Residential,1463 Aster Ln,CUPERTINO,CA,95014.0,2065000.0,4.0,3.0,CUPERTINO,2194.0,6615.0,1968.0,1634.0,941.0,,Sold,,,http://www.redfin.com/CA/Cupertino/1463-Aster-Ln-95014/home/1805253,MLSListings,ML81628114,N,Y,37.296429700000004,-122.0403725
7523,PAST SALE,June-18-2019,Townhouse,10833 Northoak Sq,CUPERTINO,CA,95014.0,1460000.0,3.0,2.0,CUPERTINO,1487.0,1338.0,1973.0,697.0,982.0,379.0,Sold,,,http://www.redfin.com/CA/Cupertino/10833-Northoak-Sq-95014/home/766393,MLSListings,ML81748494,N,Y,37.335392,-122.027275
7524,PAST SALE,March-18-2019,Single Family Residential,10641 Stokes Ave,CUPERTINO,CA,95014.0,2248000.0,4.0,3.0,CUPERTINO,2578.0,9170.0,1969.0,789.0,872.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10641-Stokes-Ave-95014/home/1777421,MLSListings,ML81737767,N,Y,37.3307135,-122.0582428
7525,PAST SALE,April-10-2018,Single Family Residential,11510 Bianchini Ln,CUPERTINO,CA,95014.0,2180000.0,3.0,2.5,CUPERTINO,1788.0,1658.0,2005.0,1131.0,1219.0,160.0,Sold,,,http://www.redfin.com/CA/Cupertino/11510-Bianchini-Ln-95014/home/1049787,MLSListings,ML81695205,N,Y,37.300115600000005,-122.03441140000001
7526,PAST SALE,August-29-2019,Single Family Residential,10119 Mello Pl,CUPERTINO,CA,95014.0,2180000.0,3.0,2.0,CUPERTINO,1790.0,7458.0,1968.0,625.0,1218.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10119-Mello-Pl-95014/home/1714609,MLSListings,ML81761794,N,Y,37.321610299999996,-122.02183319999999
7527,PAST SALE,November-9-2018,Single Family Residential,10156 Byrne Ave,CUPERTINO,CA,95014.0,1825000.0,3.0,1.0,CUPERTINO,1015.0,6623.0,1944.0,918.0,1798.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10156-Byrne-Ave-95014/home/1382896,MLSListings,ML81718948,N,Y,37.3206374,-122.0582872
7528,PAST SALE,October-24-2019,Single Family Residential,19814 La Mar Dr,CUPERTINO,CA,95014.0,1848000.0,3.0,2.0,CUPERTINO,1602.0,6739.0,1958.0,569.0,1154.0,,Sold,,,http://www.redfin.com/CA/Cupertino/19814-La-Mar-Dr-95014/home/790539,MLSListings,ML81769015,N,Y,37.317589,-122.02003459999999
7529,PAST SALE,July-3-2019,Single Family Residential,10225 S Blaney Ave,CUPERTINO,CA,95014.0,3025000.0,5.0,3.5,CUPERTINO,3673.0,9850.0,2001.0,682.0,824.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10225-S-Blaney-Ave-95014/home/1183493,MLSListings,ML81755053,N,Y,37.31969960000001,-122.02349850000002
7530,PAST SALE,August-22-2019,Single Family Residential,21820 Monte Ct,CUPERTINO,CA,95014.0,3750000.0,5.0,4.5,CUPERTINO,4178.0,10688.0,2012.0,632.0,898.0,,Sold,,,http://www.redfin.com/CA/Cupertino/21820-Monte-Ct-95014/home/773799,MLSListings,ML81759779,N,Y,37.325607,-122.05637820000001
7531,PAST SALE,March-23-2017,Single Family Residential,20637 Craig Ct,CUPERTINO,CA,95014.0,2370000.0,4.0,2.0,CUPERTINO,1800.0,7980.0,1963.0,1514.0,1317.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20637-Craig-Ct-95014/home/1516206,MLSListings,ML81641497,N,Y,37.3180469,-122.0349554
7532,PAST SALE,July-26-2019,Single Family Residential,21579 Edward Way,CUPERTINO,CA,95014.0,2730000.0,4.0,2.5,CUPERTINO,2303.0,7500.0,1972.0,659.0,1185.0,,Sold,,,http://www.redfin.com/CA/Cupertino/21579-Edward-Way-95014/home/792240,MLSListings,ML81757226,N,Y,37.3088725,-122.05191640000001
7533,PAST SALE,October-1-2019,Single Family Residential,10280 Vicksburg Dr,CUPERTINO,CA,95014.0,2100000.0,4.0,2.5,CUPERTINO,1760.0,7983.0,1962.0,592.0,1193.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10280-Vicksburg-Dr-95014/home/1140990,MLSListings,ML81770812,N,Y,37.31891029999999,-122.015216
7534,PAST SALE,August-12-2016,Townhouse,22665 Silver Oak Ln,CUPERTINO,CA,95014.0,1152000.0,2.0,2.0,CUPERTINO,1700.0,2726.0,1979.0,1737.0,678.0,392.0,Sold,,,http://www.redfin.com/CA/Cupertino/22665-Silver-Oak-Ln-95014/home/784715,MLSListings,ML81594134,N,Y,37.323233,-122.070439
7535,PAST SALE,July-28-2017,Townhouse,10375 Mary Ave,Cupertino,CA,95014.0,1050000.0,2.0,2.5,Cupertino,1216.0,1600.0,1971.0,1387.0,863.0,359.0,Sold,,,http://www.redfin.com/CA/Cupertino/10375-Mary-Ave-95014/home/1792459,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40785788,N,Y,37.329282,-122.05082800000001
7536,PAST SALE,February-12-2021,Single Family Residential,20696 Hanford Dr,CUPERTINO,CA,95014.0,2250000.0,3.0,1.0,CUPERTINO,1246.0,10690.0,1950.0,92.0,1806.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20696-Hanford-Dr-95014/home/746056,MLSListings,ML81829013,N,Y,37.3276787,-122.03595449999999
7537,PAST SALE,April-10-2018,Single Family Residential,7589 Heatherwood Dr,CUPERTINO,CA,95014.0,2900000.0,4.0,2.0,CUPERTINO,2129.0,9577.0,1961.0,1131.0,1362.0,,Sold,,,http://www.redfin.com/CA/Cupertino/7589-Heatherwood-Dr-95014/home/772352,MLSListings,ML81698171,N,Y,37.3095294,-122.0389739
7538,PAST SALE,September-13-2017,Single Family Residential,20157 Suisun Dr,CUPERTINO,CA,95014.0,2300000.0,4.0,3.5,CUPERTINO,2358.0,7446.0,1959.0,1340.0,975.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20157-Suisun-Dr-95014/home/1700731,MLSListings,ML81668559,N,Y,37.3155331,-122.02591880000001
7539,PAST SALE,June-14-2016,Townhouse,10906 Northridge Sq,CUPERTINO,CA,95014.0,1060000.0,2.0,2.0,CUPERTINO,1060.0,1346.0,1973.0,1796.0,1000.0,347.0,Sold,,,http://www.redfin.com/CA/Cupertino/10906-Northridge-Sq-95014/home/745865,MLSListings,ML81583109,N,Y,37.3355343,-122.02609640000001
7540,PAST SALE,August-19-2016,Townhouse,21697 Lomita Ave,CUPERTINO,CA,95014.0,1050000.0,2.0,2.5,CUPERTINO,1226.0,2622.0,1990.0,1730.0,856.0,182.0,Sold,,,http://www.redfin.com/CA/Cupertino/21697-Lomita-Ave-95014/home/1382931,MLSListings,ML81584925,N,Y,37.3206245,-122.05416509999998
7541,PAST SALE,July-15-2019,Condo/Co-op,22330 Homestead Rd #213,CUPERTINO,CA,95014.0,1040000.0,2.0,2.0,CUPERTINO,1377.0,830.0,1984.0,670.0,755.0,550.0,Sold,,,http://www.redfin.com/CA/Cupertino/22330-Homestead-Rd-95014/unit-213/home/773721,MLSListings,ML81755191,N,Y,37.3369306,-122.0658118
7542,PAST SALE,May-8-2019,Condo/Co-op,22330 Homestead Rd #222,CUPERTINO,CA,95014.0,1045000.0,2.0,2.0,CUPERTINO,1249.0,1232.0,1984.0,738.0,837.0,550.0,Sold,,,http://www.redfin.com/CA/Cupertino/22330-Homestead-Rd-95014/unit-222/home/1860242,MLSListings,ML81733227,N,Y,37.3369306,-122.0658118
7543,PAST SALE,August-2-2016,Townhouse,10338 Lozano Ln,CUPERTINO,CA,95014.0,1585000.0,4.0,3.0,CUPERTINO,2012.0,3250.0,2003.0,1747.0,788.0,280.0,Sold,,,http://www.redfin.com/CA/Cupertino/10338-Lozano-Ln-95014/home/1408287,MLSListings,ML81590676,N,Y,37.319720200000006,-122.02518429999999
7544,PAST SALE,October-18-2018,Single Family Residential,10530 Barnhart Ct,CUPERTINO,CA,95014.0,3300000.0,4.0,3.5,CUPERTINO,3114.0,9200.0,2007.0,940.0,1060.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10530-Barnhart-Ct-95014/home/1013636,MLSListings,ML81724190,N,Y,37.3149991,-122.0064443
7545,PAST SALE,May-10-2018,Single Family Residential,21950 Rucker Dr,CUPERTINO,CA,95014.0,3300000.0,5.0,3.0,CUPERTINO,2628.0,14094.0,1968.0,1101.0,1256.0,,Sold,,,http://www.redfin.com/CA/Cupertino/21950-Rucker-Dr-95014/home/1120988,MLSListings,ML81698170,N,Y,37.3088271,-122.058598
7546,PAST SALE,July-10-2019,Single Family Residential,10180 Barbara Ln,CUPERTINO,CA,95014.0,2100000.0,4.0,2.0,CUPERTINO,1830.0,7704.0,1961.0,675.0,1148.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10180-Barbara-Ln-95014/home/1471986,MLSListings,ML81755167,N,Y,37.3204558,-122.0384854
7547,PAST SALE,December-28-2017,Condo/Co-op,10163 Danube Dr,CUPERTINO,CA,95014.0,1175000.0,2.0,2.0,CUPERTINO,1154.0,1056.0,1986.0,1234.0,1018.0,448.0,Sold,,,http://www.redfin.com/CA/Cupertino/10163-Danube-Dr-95014/home/1847868,MLSListings,ML81684888,N,Y,37.320754,-122.026269
7548,PAST SALE,June-14-2019,Townhouse,10335 Finch Ave,CUPERTINO,CA,95014.0,1602000.0,3.0,2.5,CUPERTINO,1510.0,2051.0,1975.0,701.0,1061.0,280.0,Sold,,,http://www.redfin.com/CA/Cupertino/10335-Finch-Ave-95014/home/1128741,MLSListings,ML81750848,N,Y,37.3185479,-122.01068590000001
7549,PAST SALE,April-26-2019,Single Family Residential,10340 Moretti Dr,CUPERTINO,CA,95014.0,1975000.0,3.0,2.0,CUPERTINO,1725.0,5290.0,2002.0,750.0,1145.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10340-Moretti-Dr-95014/home/582974,MLSListings,ML81744099,N,Y,37.3180119,-122.0021803
7550,PAST SALE,April-19-2021,Single Family Residential,10827 Minette Dr,CUPERTINO,CA,95014.0,1852000.0,3.0,1.0,CUPERTINO,897.0,6299.0,1954.0,26.0,2065.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10827-Minette-Dr-95014/home/796778,MLSListings,ML81836927,N,Y,37.3113436,-122.0038015
7551,PAST SALE,August-7-2019,Single Family Residential,10131 Deeprose Pl,CUPERTINO,CA,95014.0,3000000.0,5.0,4.0,CUPERTINO,3035.0,10899.0,1967.0,647.0,988.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10131-Deeprose-Pl-95014/home/1776575,MLSListings,ML81754025,N,Y,37.321307,-122.02076170000001
7552,PAST SALE,July-30-2018,Single Family Residential,20954 Pepper Tree Ln,CUPERTINO,CA,95014.0,2710500.0,4.0,3.0,CUPERTINO,2700.0,7630.0,1961.0,1020.0,1004.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20954-Pepper-Tree-Ln-95014/home/784000,MLSListings,ML81710951,N,Y,37.3194398,-122.0404835
7553,PAST SALE,October-23-2017,Single Family Residential,11573 Country Spring Ct,CUPERTINO,CA,95014.0,2385000.0,4.0,3.0,CUPERTINO,2263.0,5202.0,1988.0,1300.0,1054.0,230.0,Sold,,,http://www.redfin.com/CA/Cupertino/11573-Country-Spring-Ct-95014/home/713674,MLSListings,ML81678560,N,Y,37.3001042,-122.04960770000001
7554,PAST SALE,September-20-2018,Single Family Residential,10491 Moretti Dr,CUPERTINO,CA,95014.0,3004250.0,6.0,5.5,CUPERTINO,3881.0,6500.0,1953.0,968.0,774.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10491-Moretti-Dr-95014/home/1777939,MLSListings,ML81714249,N,Y,37.3157463,-122.00277990000001
7555,PAST SALE,February-1-2021,Single Family Residential,18811 Loree Ave,CUPERTINO,CA,95014.0,1500000.0,5.0,2.5,CUPERTINO,1257.0,5616.0,1952.0,103.0,1193.0,,Sold,,,http://www.redfin.com/CA/Cupertino/18811-Loree-Ave-95014/home/1035986,MLSListings,ML81810013,N,Y,37.319925500000004,-122.00100320000001
7556,PAST SALE,April-29-2021,Single Family Residential,10193 Randy Ln,CUPERTINO,CA,95014.0,3650000.0,5.0,3.0,CUPERTINO,3400.0,19768.0,1969.0,16.0,1074.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10193-Randy-Ln-95014/home/1578710,MLSListings,ML81835028,N,Y,37.325438,-122.0264517
7557,PAST SALE,June-26-2020,Condo/Co-op,10051 Craft Dr,CUPERTINO,CA,95014.0,1175000.0,2.0,2.5,CUPERTINO,1371.0,949.0,1984.0,323.0,857.0,400.0,Sold,,,http://www.redfin.com/CA/Cupertino/10051-Craft-Dr-95014/home/756019,MLSListings,ML81793360,N,Y,37.322036,-122.010726
7558,PAST SALE,June-14-2017,Single Family Residential,10495 Madrone Ct,CUPERTINO,CA,95014.0,2868000.0,4.0,3.5,CUPERTINO,3040.0,13297.0,2001.0,1431.0,943.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10495-Madrone-Ct-95014/home/1220872,MLSListings,ML81643342,N,Y,37.329139899999994,-122.07606580000001
7559,PAST SALE,May-3-2021,Multi-Family (2-4 Unit),22606 Voss Ave,CUPERTINO,CA,95014.0,2385000.0,4.0,3.0,CUPERTINO,2573.0,8877.0,1963.0,12.0,927.0,,Sold,,,http://www.redfin.com/CA/Cupertino/22606-Voss-Ave-95014/home/746192,MLSListings,ML81835283,N,Y,37.3176503,-122.07053940000002
7560,PAST SALE,June-28-2019,Single Family Residential,10433 Noel Ave,CUPERTINO,CA,95014.0,2330000.0,5.0,2.5,CUPERTINO,2440.0,7613.0,1969.0,687.0,955.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10433-Noel-Ave-95014/home/775264,MLSListings,ML81739576,N,Y,37.328683000000005,-122.05464679999999
7561,PAST SALE,May-15-2019,Single Family Residential,19112 Tilson Ave,CUPERTINO,CA,95014.0,2844000.0,6.0,3.0,CUPERTINO,2318.0,10324.0,1949.0,731.0,1227.0,,Sold,,,http://www.redfin.com/CA/Cupertino/19112-Tilson-Ave-95014/home/795169,MLSListings,ML81746441,N,Y,37.316275,-122.00651090000002
7562,PAST SALE,November-30-2020,Single Family Residential,21885 Hyannisport Dr,CUPERTINO,CA,95014.0,2900000.0,5.0,3.0,CUPERTINO,2300.0,7500.0,1968.0,166.0,1261.0,,Sold,,,http://www.redfin.com/CA/Cupertino/21885-Hyannisport-Dr-95014/home/792231,MLSListings,ML81816229,N,Y,37.3117991,-122.05771010000001
7563,PAST SALE,June-19-2018,Condo/Co-op,19503 Stevens Creek Blvd #261,CUPERTINO,CA,95014.0,1530000.0,2.0,2.0,CUPERTINO,1359.0,3705.0,2006.0,1061.0,1126.0,374.0,Sold,,,http://www.redfin.com/CA/Cupertino/19503-Stevens-Creek-Blvd-95014/unit-261/home/2125465,MLSListings,ML81705519,N,Y,37.323533000000005,-122.012277
7564,PAST SALE,September-1-2016,Single Family Residential,10818 Juniper Ct,CUPERTINO,CA,95014.0,2950000.0,4.0,3.5,CUPERTINO,3040.0,21200.0,1999.0,1717.0,970.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10818-Juniper-Ct-95014/home/996341,MLSListings,ML81596058,N,Y,37.3344516,-122.0880497
7565,PAST SALE,June-24-2019,Single Family Residential,10365 Stern Ave,CUPERTINO,CA,95014.0,2680000.0,4.0,3.5,CUPERTINO,1822.0,5000.0,2019.0,691.0,1471.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10365-Stern-Ave-95014/home/1636125,MLSListings,ML81758070,N,Y,37.3177085,-122.00362379999999
7566,PAST SALE,June-14-2019,Single Family Residential,10221 Stern Ave,CUPERTINO,CA,95014.0,2700000.0,6.0,5.5,CUPERTINO,3569.0,5636.0,2008.0,701.0,757.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10221-Stern-Ave-95014/home/746489,MLSListings,ML81740042,N,Y,37.319887200000004,-122.00362379999999
7567,PAST SALE,March-28-2019,Single Family Residential,1039 November Dr,CUPERTINO,CA,95014.0,2000000.0,4.0,3.0,CUPERTINO,2043.0,6017.0,1963.0,779.0,979.0,,Sold,,,http://www.redfin.com/CA/Cupertino/1039-November-Dr-95014/home/785789,MLSListings,ML81739081,N,Y,37.3090546,-122.046522
7568,PAST SALE,July-19-2019,Single Family Residential,11260 Monterey Ct,CUPERTINO,CA,95014.0,2140000.0,4.0,2.0,CUPERTINO,1760.0,9201.0,1962.0,666.0,1216.0,,Sold,,,http://www.redfin.com/CA/Cupertino/11260-Monterey-Ct-95014/home/781894,MLSListings,ML81755533,N,Y,37.3043552,-122.0536923
7569,PAST SALE,March-22-2019,Single Family Residential,11256 Palos Verdes Ct,CUPERTINO,CA,95014.0,2420000.0,4.0,2.5,CUPERTINO,1910.0,9450.0,1962.0,785.0,1267.0,,Sold,,,http://www.redfin.com/CA/Cupertino/11256-Palos-Verdes-Ct-95014/home/781907,MLSListings,ML81733054,N,Y,37.3043724,-122.0528265
7570,PAST SALE,November-18-2020,Other,21710 Regnart Rd,CUPERTINO,CA,95014.0,5500000.0,,,CUPERTINO,,73665.0,,178.0,,,Sold,,,http://www.redfin.com/CA/Cupertino/21710-Regnart-Rd-95014/home/781973,MLSListings,ML81809577,N,Y,37.3017003,-122.05378030000001
7571,PAST SALE,March-26-2020,Single Family Residential,10295 Wunderlich Dr,CUPERTINO,CA,95014.0,2588000.0,4.0,2.0,CUPERTINO,1820.0,4947.0,2009.0,415.0,1422.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10295-Wunderlich-Dr-95014/home/1258845,MLSListings,ML81780533,N,Y,37.318585299999995,-122.00102539999999
7572,PAST SALE,November-12-2020,Single Family Residential,18861 Barnhart Ave,CUPERTINO,CA,95014.0,1830000.0,3.0,2.0,CUPERTINO,1350.0,5409.0,1953.0,184.0,1356.0,,Sold,,,http://www.redfin.com/CA/Cupertino/18861-Barnhart-Ave-95014/home/568896,MLSListings,ML81809839,N,Y,37.3157402,-122.0018027
7573,PAST SALE,May-31-2016,Single Family Residential,10290 Wunderlich Dr,CUPERTINO,CA,95014.0,2060000.0,5.0,3.5,CUPERTINO,2785.0,5529.0,1996.0,1810.0,740.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10290-Wunderlich-Dr-95014/home/794720,MLSListings,ML81581132,N,Y,37.318670700000006,-122.00049240000001
7574,PAST SALE,July-1-2019,Single Family Residential,10325 Calvert Dr,CUPERTINO,CA,95014.0,2600000.0,5.0,3.5,CUPERTINO,3294.0,4938.0,1998.0,684.0,789.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10325-Calvert-Dr-95014/home/795430,MLSListings,ML81742403,N,Y,37.3182398,-122.0001148
7575,PAST SALE,January-14-2019,Single Family Residential,22344 Regnart Rd,CUPERTINO,CA,95014.0,2300000.0,2.0,1.0,CUPERTINO,1046.0,163350.0,1990.0,852.0,2199.0,63.0,Sold,,,http://www.redfin.com/CA/Cupertino/22344-Regnart-Rd-95014/home/145669600,MLSListings,ML81717382,N,Y,37.296387,-122.066926
7576,PAST SALE,July-29-2016,Single Family Residential,10367 San Fernando Ave,CUPERTINO,CA,95014.0,1871000.0,2.0,2.0,CUPERTINO,1550.0,9584.0,1957.0,1751.0,1207.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10367-San-Fernando-Ave-95014/home/1615496,MLSListings,ML81590418,N,Y,37.317254,-122.05973
7577,PAST SALE,October-28-2019,Single Family Residential,18770 Tilson Ave,CUPERTINO,CA,95014.0,2665000.0,4.0,3.5,CUPERTINO,2056.0,5240.0,2019.0,565.0,1296.0,,Sold,,,http://www.redfin.com/CA/Cupertino/18770-Tilson-Ave-95014/home/21651418,MLSListings,ML81773918,N,Y,37.316057,-122.00016299999999
7578,PAST SALE,May-29-2019,Multi-Family (2-4 Unit),10445 Lockwood Dr,CUPERTINO,CA,95014.0,2120000.0,4.0,,CUPERTINO,2573.0,8822.0,1963.0,717.0,824.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10445-Lockwood-Dr-95014/home/780053,MLSListings,ML81742719,N,Y,37.316658000000004,-122.07258130000001
7579,PAST SALE,May-31-2019,Single Family Residential,875 Lily Ave,CUPERTINO,CA,95014.0,1950000.0,5.0,2.0,CUPERTINO,2024.0,8625.0,1960.0,715.0,963.0,,Sold,,,http://www.redfin.com/CA/Cupertino/875-Lily-Ave-95014/home/1493694,MLSListings,ML81747277,N,Y,37.313153299999996,-122.0450124
7580,PAST SALE,May-16-2019,Single Family Residential,10095 Orange Ave,CUPERTINO,CA,95014.0,1500000.0,2.0,2.0,CUPERTINO,742.0,4417.0,1940.0,730.0,2022.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10095-Orange-Ave-95014/home/783241,MLSListings,ML81744253,N,Y,37.3215866,-122.0558899
7581,PAST SALE,December-6-2016,Single Family Residential,21825 Lomita Ave,CUPERTINO,CA,95014.0,3380000.0,5.0,4.5,CUPERTINO,3891.0,9671.0,2016.0,1621.0,869.0,,Sold,,,http://www.redfin.com/CA/Cupertino/21825-Lomita-Ave-95014/home/109416673,MLSListings,ML81629350,N,Y,37.320374799999996,-122.05622849999999
7582,PAST SALE,April-30-2018,Single Family Residential,7563 Kirwin Ln,CUPERTINO,CA,95014.0,2318000.0,3.0,2.0,CUPERTINO,1388.0,6776.0,1959.0,1111.0,1670.0,,Sold,,,http://www.redfin.com/CA/Cupertino/7563-Kirwin-Ln-95014/home/1355752,MLSListings,ML81699198,N,Y,37.3135357,-122.0377084
7583,PAST SALE,March-7-2017,Single Family Residential,20710 Rodrigues Ave,CUPERTINO,CA,95014.0,2620000.0,5.0,3.5,CUPERTINO,3269.0,8500.0,1963.0,1530.0,801.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20710-Rodrigues-Ave-95014/home/1298026,MLSListings,ML81637284,N,Y,37.319099,-122.0361987
7584,PAST SALE,March-21-2017,Single Family Residential,20968 Fairwoods Ct,CUPERTINO,CA,95014.0,2320625.0,4.0,3.0,CUPERTINO,3012.0,8330.0,1988.0,1516.0,770.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20968-Fairwoods-Ct-95014/home/1777575,MLSListings,ML81638973,N,Y,37.3158533,-122.04079440000001
7585,PAST SALE,October-15-2020,Single Family Residential,20565 Kirwin Ln,CUPERTINO,CA,95014.0,1900000.0,2.0,1.0,CUPERTINO,840.0,9060.0,1950.0,212.0,2262.0,,Sold,,,http://www.redfin.com/CA/Cupertino/20565-Kirwin-Ln-95014/home/1475882,MLSListings,ML81815719,N,Y,37.3135325,-122.03342340000002
7586,PAST SALE,June-2-2016,Single Family Residential,845 Lonna Ln,CUPERTINO,CA,95014.0,1700000.0,4.0,2.0,CUPERTINO,1586.0,7082.0,1959.0,1808.0,1072.0,,Sold,,,http://www.redfin.com/CA/Cupertino/845-Lonna-Ln-95014/home/1739982,MLSListings,ML81582471,N,Y,37.3145506,-122.0363985
7587,PAST SALE,November-13-2018,Single Family Residential,21980 Mcclellan Rd,CUPERTINO,CA,95014.0,2100000.0,4.0,3.0,CUPERTINO,1838.0,7500.0,1953.0,914.0,1143.0,,Sold,,,http://www.redfin.com/CA/Cupertino/21980-McClellan-Rd-95014/home/1510693,MLSListings,ML81725295,N,Y,37.314743299999996,-122.05884209999999
7588,PAST SALE,December-21-2017,Single Family Residential,10109 N Foothill Blvd,CUPERTINO,CA,95014.0,2398888.0,3.0,3.5,CUPERTINO,2647.0,3104.0,2017.0,1241.0,906.0,416.0,Sold,,,http://www.redfin.com/CA/Cupertino/10109-N-Foothill-Blvd-95014/home/144231251,MLSListings,ML81683482,N,Y,37.32351920000001,-122.06910859999999
7589,PAST SALE,March-11-2019,Single Family Residential,18453 Farmingham Way,CUPERTINO,CA,95014.0,2450888.0,4.0,3.0,CUPERTINO,2604.0,5712.0,1990.0,796.0,941.0,59.0,Sold,,,http://www.redfin.com/CA/Cupertino/18453-Farmingham-Way-95014/home/1369982,MLSListings,ML81738726,N,Y,37.311859000000005,-121.997386
7590,PAST SALE,April-25-2017,Single Family Residential,10281 Stonydale Dr,CUPERTINO,CA,95014.0,2240000.0,4.0,2.5,CUPERTINO,2122.0,10250.0,1969.0,1481.0,1056.0,,Sold,,,http://www.redfin.com/CA/Cupertino/10281-Stonydale-Dr-95014/home/1804968,MLSListings,ML81644749,N,Y,37.3269202,-122.0620385
7591,PAST SALE,June-14-2017,Single Family Residential,18444 Edminton Dr,CUPERTINO,CA,95014.0,2388888.0,4.0,3.0,CUPERTINO,2741.0,5940.0,1990.0,1431.0,872.0,59.0,Sold,,,http://www.redfin.com/CA/Cupertino/18444-Edminton-Dr-95014/home/772512,MLSListings,ML81651859,N,Y,37.3121218,-121.99722759999999
